px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1033	-3.10678	-2.73293	-2.06397	0.399511	11.1178	-2.98807	11.1	-3	0.907725	2.72317	5.65827
11.1677	-2.95639	-2.74476	-2.0332	0.406937	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.468692
11.2181	-2.80206	-2.75232	-1.98611	0.443661	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.925756
11.2726	-2.64579	-2.76537	-1.95366	0.450234	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.474708
11.2062	-2.43335	-2.7701	-1.75107	0.741349	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	40.2484
11.2203	-2.27827	-2.76974	-1.70423	0.746757	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.219234
11.3359	-2.17663	-2.73972	-1.81327	0.4956	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	30.5355
11.3669	-2.01954	-2.74885	-1.78199	0.498302	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.209262
11.3722	-1.85946	-2.75406	-1.7228	0.548874	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.33554
11.384	-1.70365	-2.75693	-1.687	0.553556	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.195743
11.3195	-1.54043	-2.76952	-1.5603	0.713457	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	13.1478
11.3075	-1.39567	-2.7737	-1.51952	0.717418	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.192578
11.2562	-1.23535	-2.78369	-1.42837	0.80256	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.72714
11.2202	-1.09441	-2.77084	-1.3793	0.808344	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.444709
11.0919	-0.943899	-2.80716	-1.21347	1.01421	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	23.0509
11.0283	-0.802633	-2.81782	-1.15671	1.01784	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.5313
10.9824	-0.665822	-2.80015	-1.13157	0.9644	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	2.05384
10.9063	-0.53194	-2.79627	-1.07431	0.968777	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.112462
10.8047	-0.403125	-2.80996	-0.986946	1.02599	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.03816
10.7064	-0.287112	-2.80019	-0.923313	1.03431	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.332932
10.5333	-0.183711	-2.85469	-0.765852	1.19921	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	18.2706
10.4053	-0.0903325	-2.84598	-0.69056	1.20961	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.394066
10.3128	0.000446241	-2.804	-0.65692	1.15781	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	3.51767
10.1801	0.0689783	-2.78692	-0.580709	1.17373	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.763154
10.0317	0.128976	-2.79048	-0.491172	1.21011	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.34579
9.88502	0.169827	-2.77261	-0.407077	1.23169	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.01377
9.73081	0.202263	-2.76925	-0.318045	1.25994	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	1.12115
9.57391	0.208116	-2.74959	-0.222629	1.29131	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	1.61835
9.41694	0.217602	-2.74842	-0.135326	1.31143	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.652132
9.26204	0.217486	-2.74355	-0.0513776	1.32515	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.241939
9.11056	0.215588	-2.74002	0.0245271	1.32827	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0551251
8.96017	0.21647	-2.74406	0.0900874	1.31902	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.112126
8.83842	0.176116	-2.65982	0.175999	1.33972	8.90199	0.247143	8.85	0.25	-1.81847	0	10.9128
8.70482	0.169326	-2.65627	0.229279	1.31786	8.76016	0.263752	8.75	0.25	-1.81846	0	0.655384
8.53165	0.206652	-2.75324	0.231134	1.22137	8.46355	0.258809	8.55	0.25	-3.6326	0	16.4959
8.38283	0.183416	-2.75583	0.285029	1.20559	8.35367	0.252596	8.35	0.25	-3.6326	0	0.304621
8.23216	0.161777	-2.76363	0.329279	1.17877	8.05161	0.241868	8.2	0.25	-2.72841	0	0.880581
8.08656	0.134913	-2.76283	0.3719	1.15352	8.05411	0.247878	8.05	0.25	-2.72842	0	0.754218
7.94045	0.106702	-2.76382	0.408452	1.1222	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	1.01056
7.79602	0.0613062	-2.76457	0.453921	1.10341	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.514616
7.65151	0.031611	-2.77307	0.47284	1.04883	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.90155
7.51016	-0.0257059	-2.77366	0.516704	1.03308	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.43596
7.34962	-0.0241606	-2.80561	0.483187	0.913332	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	8.73476
7.21897	-0.0718972	-2.80228	0.511966	0.894666	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.683886
7.11574	-0.156345	-2.75772	0.588833	0.947426	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	5.48845
6.98656	-0.228255	-2.7532	0.628237	0.93359	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.397761
6.87769	-0.319331	-2.73506	0.69116	0.958163	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	1.24391
6.76357	-0.407549	-2.72857	0.73622	0.950281	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.201423
6.67116	-0.512979	-2.71134	0.80485	0.981225	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	1.13323
6.56709	-0.615069	-2.70819	0.852365	0.974572	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.149094
6.52584	-0.784731	-2.69756	0.999924	1.12328	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	10.3226
6.45008	-0.915211	-2.70039	1.06381	1.12524	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0332071
6.39969	-1.05807	-2.71311	1.14672	1.16255	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.702424
6.34789	-1.19125	-2.72077	1.20894	1.16566	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.244635
6.29981	-1.31889	-2.72152	1.25913	1.14991	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.321624
6.26066	-1.4474	-2.72021	1.31529	1.14886	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0187344
6.26812	-1.61241	-2.74459	1.43864	1.25515	6.24787	-1.61119	6.25	-1.6	0	-2.99288	5.83898
6.25181	-1.74937	-2.74613	1.50037	1.25382	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0144338
6.29168	-1.92394	-2.77272	1.63501	1.36049	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	6.37477
6.31291	-2.07357	-2.76852	1.7127	1.36404	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.0853329
6.32047	-2.20537	-2.73166	1.74863	1.29672	6.53066	-2.26346	6.35	-2.2	0	-2.72782	4.263
6.35476	-2.35081	-2.72968	1.82142	1.29858	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0177142
6.36072	-2.49059	-2.7079	1.84821	1.22645	6.27034	-2.51837	6.35	-2.55	0	-3.63689	3.71098
6.3957	-2.64152	-2.72022	1.90808	1.2161	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.566614
6.44659	-2.79977	-2.75059	1.97613	1.21986	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	1.25737
6.49767	-2.9492	-2.76507	2.0322	1.20536	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.824143
6.54198	-3.09678	-2.76586	2.06885	1.16149	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	1.71711
6.6032	-3.241	-2.77824	2.11889	1.1444	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.762034
6.65716	-3.38273	-2.76739	2.14725	1.09231	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	2.69636
6.72466	-3.52463	-2.78028	2.18897	1.07015	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.0101
6.78058	-3.6706	-2.77935	2.20871	1.01718	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	2.63192
6.84893	-3.81521	-2.79438	2.23808	0.985653	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.70262
6.89632	-3.95762	-2.77017	2.23944	0.913901	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	5.09339
6.96512	-4.10279	-2.78372	2.25937	0.878382	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	1.86099
7.05989	-4.25517	-2.83663	2.29478	0.869532	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	4.19428
7.13893	-4.40019	-2.84993	2.31142	0.833038	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	1.79768
7.20168	-4.54083	-2.83032	2.31104	0.774701	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	3.59134
7.27147	-4.69063	-2.84048	2.31297	0.72824	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	2.53785
7.31976	-4.81731	-2.79891	2.29903	0.661246	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	6.35913
7.38309	-4.94613	-2.80139	2.30096	0.62633	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	1.49075
7.47911	-5.08043	-2.86461	2.3279	0.632561	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	8.58024
7.54898	-5.21492	-2.87089	2.32576	0.594116	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	1.69769
7.59636	-5.33933	-2.7902	2.30482	0.521374	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	14.0125
7.67167	-5.47743	-2.79144	2.3038	0.488045	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.19685
7.75633	-5.61153	-2.80891	2.3122	0.471224	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	3.13804
7.83973	-5.7488	-2.81314	2.31246	0.442365	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.818953
7.88704	-5.87173	-2.73067	2.28651	0.373937	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	14.6603
7.96185	-6.00111	-2.72787	2.28442	0.349009	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.700085
8.0572	-6.13057	-2.75489	2.2966	0.345533	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.95815
8.1346	-6.26875	-2.75881	2.28837	0.315441	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.83648
8.23783	-6.40326	-2.79425	2.30006	0.313444	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	2.18803
8.31839	-6.54503	-2.80058	2.28964	0.282949	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.852106
8.37087	-6.66669	-2.73015	2.26417	0.227727	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	10.3042
8.43739	-6.80073	-2.72604	2.25	0.19871	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.902812
8.50255	-6.92984	-2.70903	2.23531	0.168407	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.42612
8.56088	-7.07494	-2.70975	2.21077	0.131779	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.18456
8.65957	-7.21004	-2.75291	2.22277	0.145158	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.73589
8.72619	-7.36071	-2.76107	2.20036	0.11237	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.956931
8.77331	-7.49409	-2.70831	2.16528	0.0557684	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	7.57221
8.83868	-7.62698	-2.7059	2.15308	0.0393795	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.295638
8.93664	-7.75869	-2.74863	2.1707	0.0666658	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	4.34607
9.00513	-7.89922	-2.75249	2.15661	0.0477739	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.300128
9.08341	-8.03115	-2.77868	2.15576	0.0487399	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.36155
9.13437	-8.17004	-2.78381	2.1319	0.0207966	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.678298
9.15672	-8.30508	-2.7105	2.07724	-0.0585188	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	13.1552
9.21065	-8.44358	-2.70848	2.05946	-0.0740088	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.280549
9.27769	-8.57877	-2.71353	2.05353	-0.074489	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.111498
9.32425	-8.72548	-2.71577	2.0294	-0.0955151	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.394162
9.38331	-8.86648	-2.72139	2.0182	-0.100399	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.205401
9.42389	-9.01547	-2.72357	1.99215	-0.12179	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.425058
9.48885	-9.1467	-2.74784	1.99726	-0.101151	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.47681
9.5192	-9.29453	-2.75725	1.96683	-0.127233	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.673741
9.57178	-9.43953	-2.76218	1.95581	-0.129901	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.170098
9.60814	-9.59607	-2.76905	1.93003	-0.148982	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.352015
9.66105	-9.73065	-2.78431	1.9296	-0.135136	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.703988
9.68718	-9.87887	-2.79319	1.90235	-0.155977	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.463579
9.71017	-10.0114	-2.77668	1.87336	-0.185838	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.954546
9.7494	-10.1452	-2.77742	1.86274	-0.187169	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00221384
9.74569	-10.292	-2.73648	1.80058	-0.264778	9.77731	-10.3295	9.75	-10.3	0	-2.72851	6.60949
9.7753	-10.4409	-2.73798	1.78301	-0.267792	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0104577
9.82858	-10.5923	-2.75827	1.79191	-0.232186	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.35186
9.85785	-10.7428	-2.7601	1.77654	-0.234734	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.00972387
9.85731	-10.8795	-2.74295	1.73425	-0.279261	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.69312
9.87209	-11.0211	-2.748	1.71446	-0.284908	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0636951
9.88683	-11.1554	-2.74778	1.69978	-0.28345	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.385431
9.88796	-11.3037	-2.75743	1.67277	-0.295835	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.26854
9.9068	-11.4454	-2.7692	1.6684	-0.276595	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.691061
9.89992	-11.5958	-2.77957	1.63943	-0.291137	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.358138
9.80879	-11.7389	-2.72105	1.5081	-0.464979	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	22.6581
9.78858	-11.8849	-2.71804	1.47709	-0.470565	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.145418
9.74301	-12.0345	-2.71031	1.41512	-0.524728	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.75911
9.70381	-12.179	-2.70894	1.3773	-0.533621	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.244026
9.65549	-12.3233	-2.70627	1.32975	-0.559096	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.360902
9.60436	-12.4679	-2.70872	1.29031	-0.567201	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.158355
9.47031	-12.5919	-2.68859	1.15093	-0.729846	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	13.0009
9.39946	-12.7167	-2.68198	1.10552	-0.73561	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.310829
9.22495	-12.8071	-2.67538	0.927512	-0.950757	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	20.8454
9.12206	-12.904	-2.67408	0.866933	-0.96292	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.722294
8.95741	-12.9891	-2.68221	0.727272	-1.09444	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	7.58439
8.84487	-13.0692	-2.66894	0.664309	-1.09921	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.516754
8.72105	-13.1493	-2.66716	0.596073	-1.11048	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.289935
8.59046	-13.2171	-2.66208	0.528337	-1.11751	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.341623
8.37905	-13.2152	-2.70133	0.324003	-1.34837	8.27267	-12.996	8.4	-13.15	-2.99683	0	25.796
8.25124	-13.2401	-2.68981	0.251916	-1.35507	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.429756
8.12936	-13.2833	-2.66296	0.216838	-1.29029	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	3.26739
7.98171	-13.3016	-2.66047	0.140744	-1.29542	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.160768
7.83207	-13.3144	-2.66826	0.0603121	-1.31142	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.326752
7.67773	-13.3082	-2.66962	-0.0190142	-1.31745	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.324224
7.54806	-13.3087	-2.66293	-0.0728234	-1.29739	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.293711
7.40663	-13.2883	-2.66847	-0.142833	-1.30039	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.298895
7.24998	-13.2395	-2.69265	-0.247198	-1.35189	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.03196
7.10099	-13.1931	-2.69797	-0.324949	-1.35349	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.188886
6.96225	-13.1528	-2.68358	-0.380143	-1.31989	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.55275
6.80228	-13.1085	-2.71063	-0.441134	-1.30185	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.33847
6.67219	-13.0541	-2.72428	-0.502421	-1.29836	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.67096
6.52561	-13.0005	-2.75359	-0.552447	-1.27661	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.64366
6.40975	-13.007	-2.63573	-0.513309	-1.10535	6.27012	-13.1139	6.25	-13.05	-1.81729	0	35.7194
6.2603	-12.9575	-2.65732	-0.551575	-1.07835	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.18393
6.12771	-12.8664	-2.68952	-0.625961	-1.10468	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.83307
5.98455	-12.7945	-2.71016	-0.667275	-1.08139	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.921638
5.86942	-12.7352	-2.69465	-0.692102	-1.04063	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.83709
5.72723	-12.675	-2.72279	-0.712172	-1.00371	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.03039
5.61206	-12.6343	-2.67327	-0.706003	-0.92165	5.45236	-12.7392	5.45	-12.7	-2.00001	1	8.2724
5.48055	-12.5698	-2.69164	-0.724895	-0.891507	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.18405
5.37174	-12.4818	-2.70352	-0.765569	-0.889267	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.395378
5.2493	-12.4017	-2.71928	-0.789368	-0.866152	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.762527
5.13755	-12.3135	-2.71098	-0.819002	-0.845066	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.06353
5.01865	-12.2147	-2.72067	-0.849426	-0.827634	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.36464
4.92701	-12.0714	-2.79846	-0.931122	-0.892125	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	12.1468
4.82784	-11.9631	-2.80904	-0.963425	-0.878162	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.329017
4.74652	-11.8639	-2.77625	-0.989275	-0.851378	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.95979
4.6661	-11.7492	-2.77931	-1.02681	-0.845771	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.039481
4.58834	-11.6113	-2.82681	-1.07951	-0.863148	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	4.10901
4.53451	-11.479	-2.8249	-1.1315	-0.872566	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0853041
4.47142	-11.3333	-2.86304	-1.18104	-0.880058	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	2.56901
4.43167	-11.1899	-2.86433	-1.23639	-0.891912	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.172202
4.4265	-11.0592	-2.77526	-1.30813	-0.921553	4.43672	-11.0976	4.45	-11.05	0	1.8168	13.858
4.39887	-10.9144	-2.76917	-1.36327	-0.927175	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.152421
4.37664	-10.7732	-2.77582	-1.41276	-0.929416	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.162703
4.37777	-10.6351	-2.77017	-1.47334	-0.945437	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.363759
4.43816	-10.5057	-2.69965	-1.58639	-1.03742	4.44716	-10.5583	4.45	-10.55	0	2.00041	12.4883
4.4429	-10.3796	-2.69243	-1.63568	-1.03577	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.19765
4.46406	-10.2451	-2.68823	-1.69698	-1.04879	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.134147
4.49751	-10.1132	-2.68655	-1.75893	-1.05915	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.192057
4.4982	-9.96624	-2.70151	-1.78015	-1.00494	4.56608	-10.005	4.55	-10	0	2.72717	2.07471
4.5377	-9.82389	-2.70014	-1.83868	-1.00857	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0397079
4.59982	-9.68235	-2.6985	-1.91402	-1.03534	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.346918
4.6702	-9.54242	-2.7036	-1.9828	-1.0468	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.298547
4.67204	-9.40051	-2.71989	-1.96265	-0.936391	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	6.77699
4.74671	-9.27163	-2.73036	-2.02269	-0.948007	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.560461
4.87886	-9.1651	-2.73236	-2.1494	-1.06105	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	6.11566
4.96686	-9.05033	-2.73912	-2.20881	-1.06626	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.184504
4.97592	-8.91511	-2.72918	-2.1574	-0.903516	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	13.1108
5.06631	-8.795	-2.74315	-2.20835	-0.906777	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.49707
5.19396	-8.68938	-2.7503	-2.29785	-0.963492	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.9061
5.30661	-8.57824	-2.75677	-2.35569	-0.967051	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.175558
5.34074	-8.44107	-2.74309	-2.30549	-0.809896	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	12.4158
5.44773	-8.33081	-2.76105	-2.34945	-0.810285	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.734532
5.55942	-8.2283	-2.77627	-2.39933	-0.823363	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.799184
5.6734	-8.12643	-2.79209	-2.44165	-0.822064	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.545833
5.73518	-7.9988	-2.77839	-2.40417	-0.692783	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	9.10796
5.84059	-7.90399	-2.78192	-2.43809	-0.691644	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0301076
5.92925	-7.79409	-2.77966	-2.43774	-0.634096	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.9409
6.03668	-7.6981	-2.78582	-2.46658	-0.630767	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.132672
6.14151	-7.58622	-2.78188	-2.47014	-0.578634	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.54612
6.25941	-7.48745	-2.78357	-2.49854	-0.57544	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.0833041
6.38609	-7.40782	-2.79856	-2.5489	-0.615117	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.99844
6.50886	-7.32028	-2.81149	-2.57679	-0.611064	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.364876
6.64593	-7.2411	-2.81669	-2.61588	-0.620107	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0795581
6.7768	-7.16421	-2.81416	-2.64804	-0.618726	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0493825
6.85459	-7.05511	-2.78077	-2.59953	-0.485727	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	10.4848
6.97194	-6.9812	-2.78086	-2.62148	-0.483638	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0389133
7.10756	-6.90615	-2.78276	-2.64683	-0.480393	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.0956526
7.24318	-6.81875	-2.79342	-2.66522	-0.471946	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.451391
7.33964	-6.69927	-2.76381	-2.60678	-0.328264	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	12.3307
7.46966	-6.61133	-2.76985	-2.61866	-0.322017	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.210814
7.59085	-6.52552	-2.76164	-2.61776	-0.291063	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.578827
7.71478	-6.45252	-2.75298	-2.63304	-0.291176	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.195334
7.86393	-6.40608	-2.76166	-2.68654	-0.35317	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	2.12192
7.9937	-6.3411	-2.75492	-2.70474	-0.352636	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.137383
