px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.86993	-9.10086	-2.72745	-2.12436	-0.983521	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.45806
4.98781	-8.98509	-2.73194	-2.21818	-1.03931	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.40614
5.09055	-8.86528	-2.73875	-2.28023	-1.04284	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.142393
5.15651	-8.73183	-2.73738	-2.28386	-0.957413	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	3.42417
5.26903	-8.61194	-2.75208	-2.34045	-0.95865	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.461038
5.3457	-8.48398	-2.74805	-2.34519	-0.882383	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.70322
5.45475	-8.37648	-2.75079	-2.39347	-0.881759	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0157053
5.49194	-8.24186	-2.72879	-2.33286	-0.71028	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	14.8474
5.59397	-8.13381	-2.74248	-2.36752	-0.707416	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.380396
5.7083	-8.01991	-2.7549	-2.40453	-0.703749	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.594763
5.82453	-7.91114	-2.76426	-2.44088	-0.700441	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.19909
5.948	-7.80956	-2.774	-2.48092	-0.702681	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.26646
6.07906	-7.7111	-2.78722	-2.52015	-0.701557	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.337608
6.17139	-7.60141	-2.78243	-2.50572	-0.617273	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.89241
6.2906	-7.50975	-2.79578	-2.53428	-0.613577	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.352504
6.39769	-7.39506	-2.79102	-2.52319	-0.53824	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	3.05322
6.52664	-7.30075	-2.79875	-2.55052	-0.535337	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.125291
6.62968	-7.20499	-2.79336	-2.54448	-0.478684	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	1.86519
6.74614	-7.11392	-2.80333	-2.5623	-0.472251	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.34978
6.86702	-7.03834	-2.80734	-2.59078	-0.482003	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.178586
6.983	-6.96159	-2.80648	-2.6116	-0.47924	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.0887884
7.10524	-6.8717	-2.80129	-2.61915	-0.449977	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.682167
7.24108	-6.79053	-2.80682	-2.64138	-0.447181	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.0734723
7.33489	-6.68685	-2.78918	-2.60513	-0.349954	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	5.49568
7.45187	-6.60625	-2.79276	-2.6168	-0.344407	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.19878
7.57306	-6.53583	-2.79309	-2.63212	-0.341102	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.00993119
7.69045	-6.46467	-2.79097	-2.6461	-0.338562	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.0963462
7.84154	-6.4301	-2.81296	-2.71863	-0.433993	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	5.98625
7.96862	-6.36854	-2.81457	-2.73734	-0.431142	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.0497249
8.05853	-6.25291	-2.76293	-2.66009	-0.258857	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	20.9401
8.18871	-6.17669	-2.76221	-2.66984	-0.254752	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.131983
8.28438	-6.05962	-2.73279	-2.60889	-0.131896	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	9.44329
8.40611	-5.97851	-2.72868	-2.61184	-0.128179	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.202998
8.55882	-5.9359	-2.7452	-2.67317	-0.220459	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	5.31464
8.68783	-5.86313	-2.74296	-2.68121	-0.216785	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.128346
8.81678	-5.78792	-2.74081	-2.68436	-0.205227	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.388801
8.95189	-5.71165	-2.74643	-2.68974	-0.199316	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.14191
9.04101	-5.60421	-2.72041	-2.62851	-0.0833826	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	8.25117
9.15833	-5.52349	-2.72731	-2.62451	-0.0753027	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.263343
9.27519	-5.43193	-2.7179	-2.60112	-0.0301645	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1.19864
9.39636	-5.3517	-2.71366	-2.59954	-0.0273035	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.139813
9.46207	-5.19987	-2.67044	-2.48035	0.170618	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	22.9076
9.57469	-5.1025	-2.67185	-2.4667	0.174675	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.0695502
9.67738	-4.99138	-2.67031	-2.433	0.211367	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.750454
9.78313	-4.88548	-2.67245	-2.41488	0.217466	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.168527
9.89247	-4.78636	-2.67232	-2.39828	0.227108	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.282305
9.99426	-4.68175	-2.67079	-2.38189	0.230744	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.0941857
10.0878	-4.58468	-2.67177	-2.36738	0.233284	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.14981
10.1789	-4.48159	-2.67506	-2.35002	0.238414	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.139286
10.2572	-4.34847	-2.67101	-2.29393	0.305432	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.44011
10.3499	-4.22591	-2.67684	-2.27037	0.31148	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.203326
10.4602	-4.12422	-2.6836	-2.28369	0.258866	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	1.76465
10.5548	-4.00076	-2.6917	-2.26392	0.263693	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.185226
10.6597	-3.89174	-2.69758	-2.26672	0.233933	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.546192
10.7526	-3.77217	-2.70073	-2.25101	0.236435	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.0401149
10.8517	-3.65593	-2.70605	-2.24312	0.228046	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.149585
10.9428	-3.52467	-2.71722	-2.22404	0.23375	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.293349
10.9864	-3.36511	-2.71133	-2.13108	0.36518	11.1095	-3.32648	11	-3.3	0.908632	2.72588	9.14698
11.0605	-3.22529	-2.71972	-2.10417	0.371179	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.241532
11.1067	-3.06926	-2.72336	-2.04019	0.43841	10.9851	-2.95299	11.1	-3	0.909905	2.72971	2.36408
11.1691	-2.9226	-2.73231	-2.00982	0.443738	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.238527
11.1559	-2.73653	-2.73311	-1.87375	0.624636	11.0233	-2.67356	11.15	-2.7	0	2.72847	15.3143
11.1887	-2.58642	-2.73353	-1.8332	0.630141	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.208106
11.1904	-2.41885	-2.74201	-1.74316	0.722121	11.2541	-2.42353	11.15	-2.4	0	2.72732	4.04005
11.2053	-2.26875	-2.7394	-1.69939	0.725914	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.121796
11.3194	-2.16139	-2.71537	-1.80415	0.484234	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	28.2695
11.3508	-2.00579	-2.72503	-1.77476	0.485684	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.188633
11.2873	-1.82966	-2.73119	-1.62008	0.699177	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	22.6599
11.284	-1.67392	-2.73443	-1.57662	0.703228	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.161381
11.2869	-1.5236	-2.73501	-1.54285	0.695535	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0523076
11.2772	-1.36976	-2.73805	-1.50277	0.696746	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0350385
11.2159	-1.20898	-2.75533	-1.39715	0.809892	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	6.66653
11.182	-1.05979	-2.75537	-1.35017	0.812016	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.0374389
11.0563	-0.902655	-2.79164	-1.18944	1.00402	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	19.0294
10.9881	-0.758315	-2.79516	-1.13041	1.00686	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.130869
10.929	-0.619597	-2.7889	-1.0913	0.978124	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.633263
10.8529	-0.47979	-2.79536	-1.03726	0.977267	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.0870713
10.6757	-0.368467	-2.86423	-0.853776	1.19923	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	30.0812
10.5751	-0.261505	-2.86671	-0.792351	1.19994	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.0355437
10.4867	-0.155354	-2.83135	-0.760886	1.14175	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	3.28415
10.3661	-0.0651897	-2.81934	-0.691155	1.15083	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.331902
10.2219	0.0109475	-2.82924	-0.596059	1.20094	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	2.05615
10.0823	0.0717936	-2.81276	-0.516575	1.21777	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0.756423
9.93713	0.126306	-2.8067	-0.434825	1.23798	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.635338
9.78668	0.164042	-2.79323	-0.351088	1.25673	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0.671501
9.67225	0.197039	-2.70685	-0.307209	1.21116	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	10.4106
9.53174	0.223005	-2.69546	-0.232651	1.22215	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.35492
9.39076	0.237477	-2.68215	-0.157379	1.233	9.56225	0.148577	9.4	0.15	-2.72659	0	0.69181
9.24292	0.236223	-2.67309	-0.0754917	1.25009	9.25348	0.150166	9.25	0.15	-2.72658	0	0.407505
9.0969	0.235495	-2.66639	-0.00240634	1.25494	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.0754777
8.94932	0.232877	-2.66838	0.0653169	1.25309	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.0147372
8.80421	0.231703	-2.68139	0.123654	1.24125	8.94634	0.26481	8.8	0.25	-2.72783	0	0.616929
8.65808	0.217394	-2.68389	0.184946	1.23293	8.64483	0.254352	8.65	0.25	-2.7278	0	0.0835239
8.5102	0.203103	-2.69589	0.237849	1.21437	8.46866	0.251128	8.5	0.25	-2.72395	0	0.345721
8.36718	0.180386	-2.69656	0.290731	1.19847	8.35775	0.250149	8.35	0.25	-2.72395	0	0.273127
8.22194	0.157151	-2.71147	0.333722	1.16927	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.808024
8.07742	0.113536	-2.7155	0.389775	1.1592	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.202635
7.88976	0.165886	-2.82636	0.321772	0.977804	7.74678	0.154598	7.85	0.15	-3.9992	0	35.3462
7.74358	0.122771	-2.83734	0.365451	0.969864	7.63715	0.143302	7.65	0.15	-3.99916	0	0.590713
7.63891	0.0580457	-2.7847	0.438876	1.0147	7.61982	0.157052	7.55	0.15	-1.99868	0	6.92622
7.50525	0.024693	-2.78226	0.465192	0.987057	7.43926	0.160393	7.45	0.15	-1.99866	0	1.21417
7.35268	0.00563374	-2.79114	0.465023	0.915735	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	2.81748
7.21081	-0.0471809	-2.78789	0.499104	0.897595	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.56475
7.09634	-0.12857	-2.75794	0.567825	0.934273	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	2.85958
6.96775	-0.202064	-2.75443	0.610067	0.924363	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.189898
6.86328	-0.300274	-2.73376	0.68324	0.963801	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	1.77449
6.75054	-0.3909	-2.72821	0.731418	0.959013	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.102537
6.64417	-0.482768	-2.71921	0.776485	0.950713	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.272451
6.54302	-0.585569	-2.71387	0.826537	0.94884	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.0730847
6.45806	-0.716835	-2.71655	0.901076	0.979204	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.625344
6.36937	-0.849087	-2.72692	0.962869	0.986573	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.442977
6.3816	-1.07173	-2.74612	1.18133	1.24866	6.35624	-1.10001	6.35	-1.1	0	-2.99522	29.301
6.33787	-1.20606	-2.74862	1.24857	1.25307	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.135106
6.32102	-1.38467	-2.77123	1.37007	1.3347	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.832
6.30434	-1.53737	-2.76936	1.44825	1.33957	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.154032
6.30581	-1.69548	-2.77182	1.53738	1.36201	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.680771
6.31312	-1.84701	-2.76797	1.61565	1.36591	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.0933684
6.30035	-1.98234	-2.74212	1.6484	1.29529	6.38849	-2.02257	6.35	-2	0	-2.73154	3.12307
6.32219	-2.13222	-2.74109	1.72235	1.29812	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0439516
6.31211	-2.25519	-2.71349	1.73863	1.21774	6.28921	-2.27735	6.35	-2.3	0	-2.99503	4.22065
6.3378	-2.39238	-2.71866	1.79886	1.21571	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.100535
6.38281	-2.54802	-2.74286	1.88019	1.24121	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	1.04356
6.43622	-2.69501	-2.74892	1.94926	1.24044	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.186624
6.48163	-2.84016	-2.75181	2.00276	1.21863	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.462285
6.54829	-2.97956	-2.75655	2.06804	1.21557	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0785806
6.57813	-3.11913	-2.7188	2.07634	1.12112	6.70928	-3.32749	6.55	-3.25	0	-3.63617	9.51099
6.63278	-3.27088	-2.74097	2.11662	1.09389	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.10465
6.67401	-3.42486	-2.75046	2.13499	1.03792	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	3.14905
6.73508	-3.57377	-2.76887	2.16826	1.00892	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	1.79948
6.78844	-3.71811	-2.76269	2.18516	0.956	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	2.45197
6.87155	-3.85221	-2.77222	2.22753	0.943136	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.387143
6.95776	-4	-2.80204	2.26166	0.92221	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	2.56064
7.03404	-4.1474	-2.82014	2.28251	0.886535	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.07761
7.07331	-4.28167	-2.75324	2.26471	0.792163	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	13.6869
7.1474	-4.42224	-2.76342	2.28043	0.759922	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	1.36331
7.21563	-4.56693	-2.76473	2.284	0.712978	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	2.21121
7.28074	-4.70931	-2.76951	2.28733	0.672828	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	1.9871
7.37838	-4.86	-2.82726	2.31148	0.666683	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	5.56413
7.45395	-5.00597	-2.83567	2.31293	0.626703	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	1.7861
7.50636	-5.13886	-2.81546	2.29819	0.569895	7.32687	-5.26205	7.4	-5.3	0.999994	-3	3.50977
7.56916	-5.28148	-2.82613	2.28783	0.525603	7.46174	-5.44979	7.45	-5.45	0.999999	-3	2.21706
7.63597	-5.41774	-2.80395	2.28047	0.480251	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	2.38131
7.71894	-5.55694	-2.81032	2.28362	0.453857	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0.737352
7.78477	-5.69116	-2.77725	2.27097	0.404484	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	3.92032
7.85428	-5.83879	-2.78302	2.25942	0.366694	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	1.39821
7.92517	-5.96984	-2.76557	2.25346	0.334274	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	1.2405
8.00601	-6.1021	-2.76755	2.25482	0.315443	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.338061
8.11876	-6.22986	-2.84118	2.28577	0.344848	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	9.83601
8.19597	-6.35838	-2.84751	2.28196	0.32144	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.566489
8.25147	-6.47934	-2.77423	2.25957	0.265434	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	11.9171
8.32926	-6.611	-2.77352	2.25543	0.244895	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.420272
8.40131	-6.74009	-2.75988	2.2468	0.218626	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	1.03208
8.4663	-6.88197	-2.76001	2.22922	0.186328	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0.966619
8.57353	-7.02405	-2.81188	2.24315	0.198287	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	4.4827
8.64152	-7.1703	-2.81488	2.22454	0.166237	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0.879606
8.72425	-7.30137	-2.81106	2.22136	0.151671	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.250984
8.8043	-7.42979	-2.80817	2.21886	0.140004	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.181676
8.88352	-7.5505	-2.82191	2.22088	0.137699	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	1.10667
8.94171	-7.6862	-2.82461	2.2004	0.108205	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0.75964
8.98758	-7.81849	-2.77661	2.16819	0.0577603	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	5.24527
9.04122	-7.97532	-2.78302	2.1378	0.0217356	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	1.07922
9.07094	-8.11155	-2.72627	2.09198	-0.0431646	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	7.27803
9.12136	-8.24846	-2.72002	2.07238	-0.0616023	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.578362
9.17585	-8.3853	-2.71171	2.05404	-0.0799368	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.416673
9.2276	-8.52511	-2.7103	2.03593	-0.0944486	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.241108
9.31724	-8.66071	-2.75249	2.05839	-0.0491544	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	5.78904
9.37659	-8.80707	-2.75808	2.04345	-0.0618508	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.170159
9.43847	-8.94512	-2.75607	2.03363	-0.0696169	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0608128
9.48975	-9.0977	-2.76408	2.01297	-0.0870189	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.317647
9.54434	-9.23355	-2.77512	2.00345	-0.0902349	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.388311
9.58994	-9.37691	-2.78512	1.98451	-0.105025	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.333168
9.60105	-9.51944	-2.73266	1.92659	-0.181999	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	8.39605
9.65054	-9.66202	-2.73367	1.91467	-0.183966	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.00432599
9.66615	-9.8043	-2.7026	1.86889	-0.236334	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2.95673
9.69533	-9.95185	-2.70357	1.84541	-0.24713	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.129337
9.7569	-10.0806	-2.72926	1.8655	-0.196615	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	3.27262
9.78464	-10.2196	-2.73375	1.84581	-0.206486	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.111997
9.83151	-10.3659	-2.74426	1.84387	-0.190774	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.430737
9.86802	-10.5157	-2.74776	1.82991	-0.194183	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0288551
9.87099	-10.6618	-2.72037	1.78112	-0.250379	9.8617	-10.6917	9.85	-10.7	0	-2.72718	3.06696
9.88684	-10.8182	-2.72698	1.75522	-0.262427	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.172521
9.87912	-10.9644	-2.7057	1.70584	-0.312457	9.75887	-10.887	9.85	-11	0	-2.72395	1.97901
9.88881	-11.1186	-2.71063	1.6811	-0.319817	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.07459
9.89515	-11.2691	-2.70963	1.65448	-0.331871	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.105805
9.89262	-11.4243	-2.71492	1.62587	-0.34193	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.133473
9.89503	-11.5769	-2.71622	1.60121	-0.350129	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.175551
9.88336	-11.7303	-2.71938	1.57154	-0.3602	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.153207
9.85833	-11.8653	-2.71028	1.52715	-0.398554	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.868966
9.82844	-12.0112	-2.72085	1.49093	-0.413805	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.414402
9.67441	-12.1468	-2.66674	1.30067	-0.666212	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	36.4706
9.61835	-12.2824	-2.66341	1.25492	-0.675345	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0.3364
9.55417	-12.4209	-2.66454	1.20119	-0.697969	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.266063
9.467	-12.5605	-2.67423	1.14251	-0.716137	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0.873989
9.32581	-12.6672	-2.6723	1.00421	-0.868858	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	10.1269
9.23574	-12.7762	-2.67478	0.950788	-0.877676	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.306478
9.11892	-12.8846	-2.67707	0.865209	-0.934133	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	1.36309
9.01022	-12.9881	-2.67568	0.806781	-0.940724	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.242559
8.80398	-13.0517	-2.70023	0.61001	-1.16553	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	22.7799
8.6759	-13.1214	-2.69254	0.54093	-1.17149	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.326331
8.56469	-13.1889	-2.68705	0.493853	-1.15196	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.367938
8.42909	-13.2478	-2.69544	0.428655	-1.15662	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.389089
8.23415	-13.2414	-2.73384	0.249461	-1.34727	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	18.7022
8.10882	-13.2544	-2.71644	0.178297	-1.35475	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.693285
7.9859	-13.293	-2.68801	0.146147	-1.2873	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	3.04396
7.84132	-13.3014	-2.68163	0.0720153	-1.29199	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.126945
7.67073	-13.2744	-2.70764	-0.0482285	-1.36785	7.57824	-13.1345	7.65	-13.25	-3.62957	0	3.73046
7.51343	-13.2594	-2.71441	-0.126564	-1.36862	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.192241
7.37778	-13.2586	-2.6902	-0.166549	-1.3117	7.33241	-13.2718	7.3	-13.25	-2.7301	0	2.37007
7.21986	-13.2315	-2.70371	-0.238142	-1.30754	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.400172
7.0827	-13.2151	-2.67921	-0.275983	-1.25126	6.97467	-13.1643	7	-13.25	-2.72703	0	2.69084
6.92865	-13.1836	-2.69565	-0.33605	-1.2388	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.512397
6.78601	-13.1395	-2.69951	-0.396345	-1.22808	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.314705
6.63581	-13.094	-2.71611	-0.451677	-1.21249	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.566768
6.49658	-13.0245	-2.7221	-0.516506	-1.20789	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.503692
6.34808	-12.9681	-2.74159	-0.56492	-1.18614	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.863554
6.21904	-12.9176	-2.71184	-0.591557	-1.12766	6.09711	-13.0021	6.1	-13	-2.73	0.910004	3.49614
6.06998	-12.86	-2.73365	-0.627591	-1.09776	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	1.31742
5.95203	-12.8165	-2.70952	-0.643028	-1.04298	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	3.4019
5.81115	-12.7588	-2.73443	-0.667786	-1.01098	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	1.54067
5.68631	-12.6814	-2.73003	-0.70506	-0.987616	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.728214
5.55155	-12.5951	-2.74595	-0.742277	-0.967826	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0.593087
